ID,Priority,Source,Requester Name,Subject,Description,Status,Agent Group Name,Agent Name,Created Date,Resolved Date,Requester Location,Department Name,Service Category,Sub Category,SLA Met
FLD190007,high,email,Employee 7320,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1369 Emp Code 1369 Mobile 98xxxxxx69 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 11,24-05-2025 04:17:49 AM,27-05-2025 03:49:39 AM,Region South,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190544,high,portal,Employee 5999,SAP login error after password change,"SAP login error after password change. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4196 Emp Code 4196 Mobile 98xxxxxx94 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,SAP Basis,Agent 03,06-05-2025 03:12:14 PM,07-05-2025 04:43:27 PM,Plant A,Finance,Application & Software,SAP,Yes
FLD190082,medium,chat,Employee 3231,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2087 Emp Code 2087 Mobile 98xxxxxx88 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 08,01-05-2025 09:04:02 AM,02-05-2025 11:20:03 PM,Plant B,Field Sales,Application & Software,FieldHub - Attendance & Leave,No
FLD190178,high,portal,Employee 6289,FieldHub attendance reset request 5 March,"FieldHub attendance reset request 23 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4903 Emp Code 4903 Mobile 98xxxxxx55 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 11,28-04-2025 08:25:43 PM,30-04-2025 05:42:39 AM,Plant A,Quality,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190553,high,portal,Employee 9001,Unable to use my Outlook on laptop,"Unable to use my Outlook on laptop. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4784 Emp Code 4784 Mobile 98xxxxxx44 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,IT Service Desk,Agent 40,12-06-2025 04:51:40 AM,,Region South,Field Sales,Communication Tools,Email/Outlook,Yes
FLD190630,low,email,Employee 7547,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7113 Emp Code 7113 Mobile 98xxxxxx49 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 33,10-06-2025 08:19:03 PM,18-06-2025 03:28:17 PM,HQ,Field Sales,,,Yes
FLD190060,low,email,Employee 6147,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2300 Emp Code 2300 Mobile 98xxxxxx31 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 13,11-05-2025 12:50:46 PM,13-05-2025 05:06:59 PM,Plant B,Regulatory Affairs,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190218,low,email,Employee 6595,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9337 Emp Code 9337 Mobile 98xxxxxx91 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 23,29-03-2025 01:32:56 PM,,Region South,R&D,Application & Software,SalesTrack CRM,Yes
FLD190334,high,email,Employee 3301,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5988 Emp Code 5988 Mobile 98xxxxxx50 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L2,Agent 13,25-04-2025 12:26:02 AM,27-04-2025 12:58:01 PM,Plant A,R&D,Hardware & Devices,iPad,Yes
FLD190643,medium,email,Employee 9424,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8353 Emp Code 8353 Mobile 98xxxxxx63 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 32,26-04-2025 12:43:17 AM,27-04-2025 12:30:39 PM,Region North,Field Sales,,,Yes
FLD190716,medium,portal,Employee 2102,"unable to access, request to resolve","unable to access, request to resolve. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5835 Emp Code 5835 Mobile 98xxxxxx12 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,IT Service Desk,Agent 20,20-03-2025 10:17:54 PM,,HQ,HR,,,Yes
FLD190473,medium,portal,Employee 5263,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8046 Emp Code 8046 Mobile 98xxxxxx77 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 29,30-04-2025 02:42:12 AM,30-04-2025 03:58:14 AM,Region North,Regulatory Affairs,Access & Authentication,Login Issues,Yes
FLD190023,medium,portal,Employee 9318,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1456 Emp Code 1456 Mobile 98xxxxxx18 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 21,13-03-2025 05:35:42 PM,14-03-2025 02:29:33 PM,Region South,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190442,medium,portal,Employee 7489,URGENT: password reset request and login issue,"URGENT: password reset request and login issue. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2556 Emp Code 2556 Mobile 98xxxxxx37 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,IT Service Desk,Agent 24,29-05-2025 09:10:33 AM,,Region North,Supply Chain,Access & Authentication,Login Issues,Yes
FLD190280,low,email,Employee 3472,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4673 Emp Code 4673 Mobile 98xxxxxx54 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 26,05-03-2025 11:34:56 PM,,HQ,Marketing,Application & Software,FieldHub - Reporting & Account,Yes
FLD190279,medium,chat,Employee 4068,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7675 Emp Code 7675 Mobile 98xxxxxx94 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 16,17-04-2025 06:20:52 AM,17-04-2025 04:02:29 PM,Plant A,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190384,high,email,Employee 3357,Remove remote management from my old iPad,"Remove remote management from my old iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2467 Emp Code 2467 Mobile 98xxxxxx29 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Transfer to GXP Support,Endpoint Team,Agent 13,15-03-2025 03:21:29 PM,,Plant A,Marketing,Hardware & Devices,iPad,No
FLD190104,medium,email,Employee 6352,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8377 Emp Code 8377 Mobile 98xxxxxx94 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 21,16-03-2025 05:24:57 AM,18-03-2025 08:17:01 AM,Plant B,Regulatory Affairs,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190453,medium,portal,Employee 2939,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7044 Emp Code 7044 Mobile 98xxxxxx65 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 01,07-05-2025 03:57:38 AM,07-05-2025 08:59:03 AM,HQ,Marketing,Access & Authentication,Login Issues,Yes
FLD190153,medium,portal,Employee 1907,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6695 Emp Code 6695 Mobile 98xxxxxx52 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 32,25-03-2025 06:35:51 AM,27-03-2025 12:25:20 PM,Plant A,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190485,medium,email,Employee 2995,Access rights request for SalesTrack dashboards,"Access rights request for SalesTrack dashboards. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8529 Emp Code 8529 Mobile 98xxxxxx74 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,IAM Team,Agent 32,15-04-2025 01:39:39 PM,,Plant A,Field Sales,Access & Authentication,Access Rights,No
FLD190466,medium,email,Employee 4131,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7960 Emp Code 7960 Mobile 98xxxxxx35 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 36,05-06-2025 03:04:41 AM,05-06-2025 08:34:19 AM,Region West,Finance,Access & Authentication,Login Issues,Yes
FLD190673,high,email,Employee 7637,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1331 Emp Code 1331 Mobile 98xxxxxx80 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 04,26-03-2025 03:13:09 AM,31-03-2025 05:52:41 AM,Plant A,Finance,,,No
FLD190245,medium,email,Employee 5120,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6976 Emp Code 6976 Mobile 98xxxxxx55 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 34,13-04-2025 09:52:37 AM,,Region South,Finance,Application & Software,SalesTrack CRM,Yes
